выходило,"['tran', 'past']"
примыкает,"['intr', 'pres']"
подвели,"['tran', 'past']"
закончили,"['tran', 'past']"
сохранил,"['tran', 'past']"
вливается,"['intr', 'pres']"
входят,"['intr', 'pres']"
меняла,"['tran', 'past']"
создавали,"['tran', 'past']"
существовал,"['intr', 'past']"
пасли,"['tran', 'past']"
застраивалась,"['intr', 'past']"
предполагал,"['tran', 'past']"
размещалась,"['intr', 'past']"
планировался,"['intr', 'past']"
отлили,"['tran', 'past']"
понравилась,"['intr', 'past']"
вспомнил,"['tran', 'past']"
сей,"['tran', None]"
доставляла,"['tran', 'past']"
выходили,"['tran', 'past']"
победил,"['tran', 'past']"
увидел,"['tran', 'past']"
объединил,"['tran', 'past']"
получилась,"['intr', 'past']"
сгорел,"['intr', 'past']"
планировал,"['tran', 'past']"
появилось,"['intr', 'past']"
парит,"['tran', 'pres']"
сдерживают,"['tran', 'pres']"
раскрывает,"['tran', 'pres']"
приветствуют,"['tran', 'futr']"
застыли,"['intr', 'past']"
совпало,"['intr', 'past']"
воевала,"['intr', 'past']"
усомнился,"['intr', 'past']"
сомневаются,"['intr', 'pres']"
выдержит,"['tran', 'futr']"
поднялся,"['intr', 'past']"
выдержало,"['tran', 'past']"
достигает,"['tran', 'pres']"
прошли,"['tran', 'past']"
примыкали,"['intr', 'past']"
выполнил,"['tran', 'past']"
происходили,"['intr', 'past']"
перекрасили,"['tran', 'past']"
изображали,"['tran', 'past']"
передавались,"['intr', 'past']"
покрыли,"['tran', 'past']"
проходят,"['tran', 'pres']"
обустраивали,"['tran', 'past']"
одевают,"['tran', 'pres']"
забивали,"['tran', 'past']"
клали,"['tran', 'past']"
заливали,"['tran', 'past']"
отказался,"['intr', 'past']"
приобрёл,"['tran', 'past']"
обратил,"['tran', 'past']"
продал,"['tran', 'past']"
перепродал,"['tran', 'past']"
входили,"['intr', 'past']"
являлся,"['intr', 'past']"
владели,"['intr', 'past']"
отдаётся,"['intr', 'pres']"
купила,"['tran', 'past']"
подарила,"['tran', 'past']"
проживали,"['intr', 'past']"
сдавали,"['tran', 'past']"
размещалось,"['intr', 'past']"
занимал,"['tran', 'past']"
прилегал,"['intr', 'past']"
перенёс,"['tran', 'past']"
обратились,"['intr', 'past']"
написал,"['tran', 'past']"
простит,"['tran', 'futr']"
требует,"['tran', 'pres']"
отправился,"['intr', 'past']"
возвращается,"['intr', 'pres']"
участвовал,"['intr', 'past']"
отлил,"['tran', 'past']"
изобразил,"['tran', 'past']"
прикрывает,"['tran', 'pres']"
скончался,"['intr', 'past']"
присутствовал,"['intr', 'past']"
служат,"['tran', 'pres']"
пострадал,"['intr', 'past']"
заменили,"['tran', 'past']"
планировали,"['tran', 'past']"
просвистел,"['tran', 'past']"
влетел,"['intr', 'past']"
поражает,"['tran', 'pres']"
стремился,"['intr', 'past']"
попал,"['intr', 'past']"
восходит,"['intr', 'pres']"
менял,"['tran', 'past']"
носил,"['tran', 'past']"
занялся,"['intr', 'past']"
проходили,"['intr', 'past']"
могли,"['intr', 'past']"
принималась,"['intr', 'past']"
принимал,"['tran', 'past']"
именовал,"['tran', 'past']"
подвергался,"['intr', 'past']"
гарантировал,"['tran', 'past']"
считал,"['tran', 'past']"
делился,"['intr', 'past']"
опоясал,"['tran', 'past']"
делится,"['intr', 'pres']"
дошёл,"['intr', 'past']"
становится,"['intr', 'pres']"
переделывал,"['tran', 'past']"
оставили,"['tran', 'past']"
открыли,"['tran', 'past']"
собираются,"['intr', 'pres']"
длится,"['intr', 'pres']"
привлекала,"['tran', 'past']"
наблюдала,"['tran', 'past']"
пострадала,"['intr', 'past']"
укрепили,"['tran', 'past']"
спустилась,"['intr', 'past']"
издали,"['tran', 'past']"
стоят,"['intr', 'pres']"
выделяются,"['intr', 'pres']"
украшали,"['tran', 'past']"
теряет,"['tran', 'pres']"
перемещаются,"['intr', 'pres']"
соединил,"['tran', 'past']"
закрыли,"['tran', 'past']"
снесли,"['tran', 'past']"
прорезает,"['tran', 'pres']"
выходит,"['intr', 'pres']"
играют,"['tran', 'pres']"
перекликаются,"['intr', 'pres']"
формировался,"['intr', 'past']"
определил,"['tran', 'past']"
изменила,"['tran', 'past']"
развернулось,"['intr', 'past']"
выросли,"['intr', 'past']"
относятся,"['intr', 'pres']"
строил,"['tran', 'past']"
жила,"['intr', 'past']"
обрамляет,"['tran', 'pres']"
разместил,"['tran', 'past']"
вошло,"['intr', 'past']"
работает,"['intr', 'pres']"
имела,"['tran', 'past']"
перепланировали,"['tran', 'past']"
учился,"['intr', 'past']"
высится,"['intr', 'pres']"
предполагали,"['tran', 'past']"
применил,"['tran', 'past']"
присудила,"['tran', 'past']"
перевёл,"['tran', 'past']"
кажутся,"['intr', 'pres']"
забыли,"['tran', 'past']"
хотела,"['tran', 'past']"
угасала,"['intr', 'past']"
открыла,"['tran', 'past']"
переехало,"['tran', 'past']"
положил,"['tran', 'past']"
венчает,"['tran', 'futr']"
располагаются,"['intr', 'pres']"
опоясывает,"['tran', 'pres']"
хранился,"['intr', 'past']"
имеют,"['tran', 'pres']"
завершают,"['tran', 'pres']"
изобилует,"['intr', 'pres']"
строилась,"['intr', 'past']"
почиталась,"['intr', 'past']"
выглядит,"['intr', 'pres']"
расположились,"['intr', 'past']"
успел,"['intr', 'past']"
покажутся,"['intr', 'futr']"
упоминается,"['intr', 'pres']"
мог,"['intr', 'past']"
преподавал,"['tran', 'past']"
украсила,"['tran', 'past']"
вернулся,"['intr', 'past']"
ветшало,"['intr', 'past']"
требовал,"['tran', 'past']"
увеличилось,"['intr', 'past']"
повелел,"['intr', 'past']"
участвовали,"['intr', 'past']"
предлагал,"['tran', 'past']"
перерабатывался,"['intr', 'past']"
задумывал,"['tran', 'past']"
положили,"['tran', 'past']"
утвердил,"['tran', 'past']"
приступили,"['intr', 'past']"
символизирует,"['tran', 'pres']"
создали,"['tran', 'past']"
завершил,"['tran', 'past']"
раскрывают,"['tran', 'pres']"
прославляют,"['tran', 'pres']"
планировалось,"['intr', 'past']"
высказался,"['intr', 'past']"
переехала,"['tran', 'past']"
позволило,"['tran', 'past']"
заняла,"['tran', 'past']"
любят,"['tran', 'pres']"
покинул,"['tran', 'past']"
заставляет,"['tran', 'pres']"
уходят,"['tran', 'futr']"
вышло,"['intr', 'past']"
пообещал,"['tran', 'past']"
останется,"['intr', 'futr']"
сможет,"['intr', 'futr']"
распорядился,"['intr', 'past']"
приехал,"['intr', 'past']"
оправдывался,"['intr', 'past']"
спасло,"['tran', 'past']"
прогнал,"['tran', 'past']"
разрешил,"['tran', 'past']"
выделил,"['tran', 'past']"
пытался,"['intr', 'past']"
поручал,"['tran', 'past']"
рассматривался,"['intr', 'past']"
оказал,"['tran', 'past']"
остался,"['intr', 'past']"
